province,district_number,candidate_no,candidate_name,party,votes,drive_id,drive_url
กระบี่,1,2,นายกิตติ กิตติธรกุล,ภูมิใจไทย,50493,1oGYn79Mr7OqXb2I7JFmy1Y3YhtNda7mN,https://drive.google.com/file/d/1oGYn79Mr7OqXb2I7JFmy1Y3YhtNda7mN/view
กระบี่,2,2,นายถิรเดช ตั้งมั่นก่อกิจ,ภูมิใจไทย,42714,1O-m1c3dlYRHNvRZ1zcAs9wVOkeAtYE_W,https://drive.google.com/file/d/1O-m1c3dlYRHNvRZ1zcAs9wVOkeAtYE_W/view
กระบี่,3,5,นายกิตติชัย เอ่งฉ้วน,ภูมิใจไทย,47416,1fDLms3hZKRQNDEmX0iWuFH1SiM8VqLJo,https://drive.google.com/file/d/1fDLms3hZKRQNDEmX0iWuFH1SiM8VqLJo/view
กรุงเทพมหานคร,1,5,นายปารเมศ วิทยารักษ์สรรค์,ประชาชน,34167,1eMio2cG71gPV0BNYPs4_3RWVxFrJEeTc,https://drive.google.com/file/d/1eMio2cG71gPV0BNYPs4_3RWVxFrJEeTc/view
กรุงเทพมหานคร,2,2,นายเสกสิทธิ์ แย้มสงวนศักดิ์,ประชาชน,39499,1yYV_7WvATIkrXZ9Yl1I7I_12nzxNUgk4,https://drive.google.com/file/d/1yYV_7WvATIkrXZ9Yl1I7I_12nzxNUgk4/view
กรุงเทพมหานคร,3,9,นายจรยุทธ จตุรพรประสิทธิ์,ประชาชน,34653,1mRmRW0mCj0-cGmv7gqfBvCbRLLHe7zkS,https://drive.google.com/file/d/1mRmRW0mCj0-cGmv7gqfBvCbRLLHe7zkS/view
กรุงเทพมหานคร,4,2,นายภัณฑิล น่วมเจิม,ประชาชน,34405,1JxW3LXY1b4DjkSHoN1mgZlWjq5pVLRAY,https://drive.google.com/file/d/1JxW3LXY1b4DjkSHoN1mgZlWjq5pVLRAY/view
กรุงเทพมหานคร,5,6,นายปิติกรณ์ บรรณเภสัช,ประชาชน,45269,12OhytfHmQj9DZwl72aJuFmjZtd5FQU-N,https://drive.google.com/file/d/12OhytfHmQj9DZwl72aJuFmjZtd5FQU-N/view
กรุงเทพมหานคร,6,7,นายกัณตภณ ดวงอัมพร,ประชาชน,43239,1HVBCILZX94fkIhkOjOX5nliBfcw4nwTF,https://drive.google.com/file/d/1HVBCILZX94fkIhkOjOX5nliBfcw4nwTF/view
กรุงเทพมหานคร,7,3,นายพุฒิพงศ์ อินทรสุวรรณ,เพื่อไทย,40962,1ValgLEY9IDP2tjduGw73t2M8x6aEuSKl,https://drive.google.com/file/d/1ValgLEY9IDP2tjduGw73t2M8x6aEuSKl/view
กรุงเทพมหานคร,8,1,นายชยพล สท้อนดี,ประชาชน,45092,1BZw_U1BCA58Z3UeKze75FYgglhYX4AwY,https://drive.google.com/file/d/1BZw_U1BCA58Z3UeKze75FYgglhYX4AwY/view
กรุงเทพมหานคร,9,5,นายศุภณัฐ มีนชัยนันท์,ประชาชน,49366,1VglyVY0ywHxYKGyc7OWWGGp5Okd8j2zZ,https://drive.google.com/file/d/1VglyVY0ywHxYKGyc7OWWGGp5Okd8j2zZ/view
กรุงเทพมหานคร,10,6,นายเอกราช อุดมอำนวย,ประชาชน,41804,1AIZIgOpf-7FHKnwxzEkzGJNUciJe7AE7,https://drive.google.com/file/d/1AIZIgOpf-7FHKnwxzEkzGJNUciJe7AE7/view
กรุงเทพมหานคร,11,15,นางสาวศศินันท์ ธรรมนิฐินันท์,ประชาชน,38779,1MEEhXhNx4j9A17_xD92KmQ4e63SmhDpg,https://drive.google.com/file/d/1MEEhXhNx4j9A17_xD92KmQ4e63SmhDpg/view
กรุงเทพมหานคร,12,15,นายภูริวรรธก์ ใจสำราญ,ประชาชน,49925,126l2phoIXU_8ORXIhxMCUGp1VhNEGEf9,https://drive.google.com/file/d/126l2phoIXU_8ORXIhxMCUGp1VhNEGEf9/view
กรุงเทพมหานคร,13,7,เรืออากาศโท ธนเดช เพ็งสุข,ประชาชน,44511,13wKNxoo4Q4GN0EH4IZCKnLcagxF0x9EN,https://drive.google.com/file/d/13wKNxoo4Q4GN0EH4IZCKnLcagxF0x9EN/view
กรุงเทพมหานคร,14,14,นายก่อเกียรติ ก่อสูงศักดิ์,ประชาชน,41528,1nH5Ofm5U22ilGnFqJl6XL11GB-bQ0OIT,https://drive.google.com/file/d/1nH5Ofm5U22ilGnFqJl6XL11GB-bQ0OIT/view
กรุงเทพมหานคร,16,10,นางสาวพิมพ์กาญจน์ กีรติวิราปกรณ์,ประชาชน,46021,1e4v-9wAYX_S3FW8uShYaypKDcU12uS99,https://drive.google.com/file/d/1e4v-9wAYX_S3FW8uShYaypKDcU12uS99/view
กรุงเทพมหานคร,17,10,นายวีรวุธ รักเที่ยง,ประชาชน,28587,1w3OSjYXd8Dnf3mHnuYsmyziJT7xcVfhd,https://drive.google.com/file/d/1w3OSjYXd8Dnf3mHnuYsmyziJT7xcVfhd/view
กรุงเทพมหานคร,18,10,นายธีรัจชัย พันธุมาศ,ประชาชน,34738,1b62sjGfa-FTcRNvMPwYuLqpVeFlzcAo1,https://drive.google.com/file/d/1b62sjGfa-FTcRNvMPwYuLqpVeFlzcAo1/view
กรุงเทพมหานคร,19,6,นายกันต์พงษ์ ประยูรศักดิ์,ประชาชน,42820,1NwGf-MJFU8oxNzTWv6gMLnxIS9sNIhGH,https://drive.google.com/file/d/1NwGf-MJFU8oxNzTWv6gMLnxIS9sNIhGH/view
กรุงเทพมหานคร,20,7,นายชุมพล หลักคำ,ประชาชน,34941,1-hsdjz9J86nvvKe9ELI3kdejY49BtLMh,https://drive.google.com/file/d/1-hsdjz9J86nvvKe9ELI3kdejY49BtLMh/view
กรุงเทพมหานคร,21,8,นายณัฐพงศ์ เปรมพูลสวัสดิ์,ประชาชน,45951,1wgJsCUVKYaLjMvn6xcd_-KbbWXimICYM,https://drive.google.com/file/d/1wgJsCUVKYaLjMvn6xcd_-KbbWXimICYM/view
กรุงเทพมหานคร,22,6,นายสุภกร ตันติไพบูลย์ธนะ,ประชาชน,42264,1RkVRmdFKVTydfk9vDV5_h8C6h41iSa50,https://drive.google.com/file/d/1RkVRmdFKVTydfk9vDV5_h8C6h41iSa50/view
กรุงเทพมหานคร,23,15,นายชลธาร ทรัพย์ไพบูลย์เลิศ,ประชาชน,46782,1vvetQAREhZztZ-Ct-JpY8v8tUJN77QlJ,https://drive.google.com/file/d/1vvetQAREhZztZ-Ct-JpY8v8tUJN77QlJ/view
กรุงเทพมหานคร,24,6,นายณพัฏน์ จิตตภินันท์กัณตา,ประชาชน,46415,1qyQZCwTt3nl-d4OHF0y2CzQMbyoyL-h9,https://drive.google.com/file/d/1qyQZCwTt3nl-d4OHF0y2CzQMbyoyL-h9/view
กรุงเทพมหานคร,25,7,นางสาวแอนศิริ วลัยกนก,ประชาชน,37035,1uGJc1eCCl9sBQyDElUshteZt8PBRGoh9,https://drive.google.com/file/d/1uGJc1eCCl9sBQyDElUshteZt8PBRGoh9/view
กรุงเทพมหานคร,26,1,นาย พงษ์สรณัฐ ทองลี,ประชาชน,44271,1v0fjDVsaMyAwTqhEtF0v03QvwIF2ayFd,https://drive.google.com/file/d/1v0fjDVsaMyAwTqhEtF0v03QvwIF2ayFd/view
กรุงเทพมหานคร,27,7,นายนฤพล เลิศปัญญาโรจน์,ประชาชน,43046,1y90eL9XEvS1hOg6AVVQliudyVtZumsM0,https://drive.google.com/file/d/1y90eL9XEvS1hOg6AVVQliudyVtZumsM0/view
กรุงเทพมหานคร,28,1,นางสางมัญดา อัฐจินดา,ภูมิใจไทย,47692,1BbPEmZso37SzPaFKWN8y-YF-BQCTdBjZ,https://drive.google.com/file/d/1BbPEmZso37SzPaFKWN8y-YF-BQCTdBjZ/view
กรุงเทพมหานคร,29,3,นางสาวทิสรัตน์ เลาหพล,ประชาชน,46402,1MKaK-R4XmDTI_3YPXH9HEDni6ZlnwjHh,https://drive.google.com/file/d/1MKaK-R4XmDTI_3YPXH9HEDni6ZlnwjHh/view
กรุงเทพมหานคร,30,15,นายธัญธร ธนินวัฒนาธร,ประชาชน,45992,1rUXXCcT-JT84VYb6OjO89_GBPs6srGEB,https://drive.google.com/file/d/1rUXXCcT-JT84VYb6OjO89_GBPs6srGEB/view
กรุงเทพมหานคร,31,12,นายอนุสรณ์ ธรรมใจ,ประชาชน,44722,1-FFUjiScNltaO9ur5Cf7ZVNBC6AuzR2K,https://drive.google.com/file/d/1-FFUjiScNltaO9ur5Cf7ZVNBC6AuzR2K/view
กรุงเทพมหานคร,32,15,นางสาวปวิตรา จิตตกิจ,ประชาชน,39727,1Oc6RvuUPxGsSHtjvpn5opoiaEkVMOWET,https://drive.google.com/file/d/1Oc6RvuUPxGsSHtjvpn5opoiaEkVMOWET/view
กรุงเทพมหานคร,33,11,นายเท่าพิภพ ลิ้มจิตรกร,ประชาชน,44860,1KTQwfCYT6bpqVPd0KkccjtexXf0PnAAI,https://drive.google.com/file/d/1KTQwfCYT6bpqVPd0KkccjtexXf0PnAAI/view
กาญจนบุรี,1,5,นายอัครนันท์ กัณณ์กิตตินันท์,เพื่อไทย,38572,1bU_V2e4i9AbSEKCe4zI1yLbMvvE6akey,https://drive.google.com/file/d/1bU_V2e4i9AbSEKCe4zI1yLbMvvE6akey/view
กาญจนบุรี,2,2,นายชูเกียรติ จีนาภักดิ์,ภูมิใจไทย,39327,1swApPWHOLi0VxCh_d0bQ7pwnIN79xDV6,https://drive.google.com/file/d/1swApPWHOLi0VxCh_d0bQ7pwnIN79xDV6/view
กาญจนบุรี,3,5,นายยศวัฒน์ มาไพศาลสิน,ภูมิใจไทย,50759,15OKzVH_AbuDuJ-ObFxu_V1w7xAGKPY3G,https://drive.google.com/file/d/15OKzVH_AbuDuJ-ObFxu_V1w7xAGKPY3G/view
กาญจนบุรี,4,1,นางสาววิสุดา วิเชียรศิลป์,ภูมิใจไทย,52505,1dw2JDU-eVt8_4NvbH3qpTOlY90oWNsgV,https://drive.google.com/file/d/1dw2JDU-eVt8_4NvbH3qpTOlY90oWNsgV/view
กาญจนบุรี,5,2,นายพนม โพธิ์แก้ว,เพื่อไทย,39023,15BcN6nm4R5E2beE5QxzweMxEwRuWhKAx,https://drive.google.com/file/d/15BcN6nm4R5E2beE5QxzweMxEwRuWhKAx/view
กาฬสินธุ์,1,6,นายวิรัช พิมพะนิตย์,เพื่อไทย,35888,1zyrX9yI2WDi4GVmDKDN_1krGBRIeIugv,https://drive.google.com/file/d/1zyrX9yI2WDi4GVmDKDN_1krGBRIeIugv/view
กาฬสินธุ์,2,5,นายพลากร พิมพะนิตย์,เพื่อไทย,43696,1W15Zq7awfjPWG12O4wEcU7-QwD7iaG4l,https://drive.google.com/file/d/1W15Zq7awfjPWG12O4wEcU7-QwD7iaG4l/view
กาฬสินธุ์,3,4,นายจำลอง ภูนวนทา,กล้าธรรม,27385,1mGtSJULd1IlNZNXY86WOMVyeP4csLOec,https://drive.google.com/file/d/1mGtSJULd1IlNZNXY86WOMVyeP4csLOec/view
กาฬสินธุ์,4,4,นายณัฐวัชต์ พิมพะนิตย์,เพื่อไทย,35782,19W7Wze7o2z5WDi1Js-RXaCWVLU8h_jGb,https://drive.google.com/file/d/19W7Wze7o2z5WDi1Js-RXaCWVLU8h_jGb/view
กาฬสินธุ์,5,5,นางสาวบุญญาภา นาชัยเวียง ปุณณนิฏฐา,ภูมิใจไทย,48271,1peRDABTfr2gyblRFtUuLwDL2SBW-2kLF,https://drive.google.com/file/d/1peRDABTfr2gyblRFtUuLwDL2SBW-2kLF/view
กาฬสินธุ์,6,3,นายชนะวุธ อุทโท,เพื่อไทย,59665,1dcth62P1ypYEi_oTtzWh8Y3ryEUBeeGH,https://drive.google.com/file/d/1dcth62P1ypYEi_oTtzWh8Y3ryEUBeeGH/view
กำแพงเพชร,1,2,นายไผ่ ลิกค์,กล้าธรรม,45347,12AJd0tUDsyw6IaIl7E9G0wd20kywfnRy,https://drive.google.com/file/d/12AJd0tUDsyw6IaIl7E9G0wd20kywfnRy/view
กำแพงเพชร,2,3,นายเพชรภูมิ อาภรณ์รัตน์,กล้าธรรม,42302,1NIluGKk9rkWbP9EtYpEE6cC6PHx_y_Bw,https://drive.google.com/file/d/1NIluGKk9rkWbP9EtYpEE6cC6PHx_y_Bw/view
กำแพงเพชร,3,4,นายนพพล ผลอำนวย,เพื่อไทย,33653,12fpaLotgxlIDzg44Qn4K58pKJQVrFhN5,https://drive.google.com/file/d/12fpaLotgxlIDzg44Qn4K58pKJQVrFhN5/view
กำแพงเพชร,4,7,นายสุรสิทธิ์ วงศ์วิทยานันท์,เพื่อไทย,38450,1g6GPyxzpYNmhj6M3Y5aeHvsXQRajqtpy,https://drive.google.com/file/d/1g6GPyxzpYNmhj6M3Y5aeHvsXQRajqtpy/view
ขอนแก่น,1,3,นายวีรนันท์ ฮวดศรี,ประชาชน,35303,1omeFP2AmW4UZ-nzTDIz2OMKRemMyoVnX,https://drive.google.com/file/d/1omeFP2AmW4UZ-nzTDIz2OMKRemMyoVnX/view
ขอนแก่น,2,5,นายอิทธิพล ชลธราศิริ,ประชาชน,41012,1o7M5eV-xVDybAPMEGW8zB2fNpetFFjEj,https://drive.google.com/file/d/1o7M5eV-xVDybAPMEGW8zB2fNpetFFjEj/view
ขอนแก่น,3,1,นายเอกชัย สืบสารคาม,กล้าธรรม,30645,1uhLo9KDViWMLVbHNT7VtClNlFY2tMwio,https://drive.google.com/file/d/1uhLo9KDViWMLVbHNT7VtClNlFY2tMwio/view
ขอนแก่น,4,5,นายรุ่งโรจน์ เย็นสบาย,เพื่อไทย,40255,1NdMSu0P6NSIap-c7ZMbMxRJaRFU5wWEu,https://drive.google.com/file/d/1NdMSu0P6NSIap-c7ZMbMxRJaRFU5wWEu/view
ขอนแก่น,5,3,นายปราชญา หงอกชัย,กล้าธรรม,36120,1XHTpaTferlNSVC_8klXkUOvIA7Zju4hT,https://drive.google.com/file/d/1XHTpaTferlNSVC_8klXkUOvIA7Zju4hT/view
ขอนแก่น,6,4,นายวิศรุต ปู่เพิ่ง,ภูมิใจไทย,43246,1ars2_Oam6a7GjyXeFfjW2G5kBhAGecX8,https://drive.google.com/file/d/1ars2_Oam6a7GjyXeFfjW2G5kBhAGecX8/view
ขอนแก่น,7,4,นายสุรพจน์ เตาะเจริญสุข,เพื่อไทย,32796,1aS2cnm3TZTxzaaqOfU0fg_vhHjwNl5lz,https://drive.google.com/file/d/1aS2cnm3TZTxzaaqOfU0fg_vhHjwNl5lz/view
ขอนแก่น,8,3,นายธนิก มาสีพิทักษ์,กล้าธรรม,33926,1_bFGWp1va2Ei4lhSGRgCwubqatmZ3tlU,https://drive.google.com/file/d/1_bFGWp1va2Ei4lhSGRgCwubqatmZ3tlU/view
ขอนแก่น,9,2,นายณัฐพล กลุ่มเหรียญทอง,เพื่อไทย,42803,1J203qZwj8n27Wla6qa3tij7xtXKOOqR2,https://drive.google.com/file/d/1J203qZwj8n27Wla6qa3tij7xtXKOOqR2/view
ขอนแก่น,10,5,นายพชรกร อรรณนพพร,ภูมิใจไทย,39396,1-HL5orOff1JDiAKmv1bXQCeVDHlZDh3x,https://drive.google.com/file/d/1-HL5orOff1JDiAKmv1bXQCeVDHlZDh3x/view
ขอนแก่น,11,6,นายองอาจ ฉัตรชัยพลรัตน์,ภูมิใจไทย,48810,1wwIP0vHZhfxPATiI8EDPkIqNsiWgSqPx,https://drive.google.com/file/d/1wwIP0vHZhfxPATiI8EDPkIqNsiWgSqPx/view
จันทบุรี,1,1,พลตำรวจโท สุรพล วิรัตน์โยสินทร์,ภูมิใจไทย,32984,10QmKjO9I2zkIiL3J0Xg8ZWk-dDBLodBa,https://drive.google.com/file/d/10QmKjO9I2zkIiL3J0Xg8ZWk-dDBLodBa/view
จันทบุรี,2,3,นายคัมภีร์ ชื่นบาน,ภูมิใจไทย,39979,1e0BgFUS24GdSS3kuL0GAbsvNhfj8oEI4,https://drive.google.com/file/d/1e0BgFUS24GdSS3kuL0GAbsvNhfj8oEI4/view
จันทบุรี,3,3,นายชรัตน์ เนรัญชร,ภูมิใจไทย,31798,1RmxW3WC99vrsuZw-KNd7J1ZQKDD6cuLD,https://drive.google.com/file/d/1RmxW3WC99vrsuZw-KNd7J1ZQKDD6cuLD/view
ฉะเชิงเทรา,1,2,นางฐิติมา ฉายแสง,เพื่อไทย,38717,14Nw6SyLQ-9VSM9rpTBrZWAM46Z2MDl6F,https://drive.google.com/file/d/14Nw6SyLQ-9VSM9rpTBrZWAM46Z2MDl6F/view
ฉะเชิงเทรา,2,4,นายอรรถกร ศิริลัทธยากร,กล้าธรรม,50833,1BQ83KRX2Zdy-2e3Ysu7g7nrPGKKwjtdL,https://drive.google.com/file/d/1BQ83KRX2Zdy-2e3Ysu7g7nrPGKKwjtdL/view
ฉะเชิงเทรา,3,4,นายชัยวัฒน์ เป้าเปี่ยมทรัพย์,กล้าธรรม,52758,1ihcB95g1ULPyw4FR5SsANWy9MsNwNv28,https://drive.google.com/file/d/1ihcB95g1ULPyw4FR5SsANWy9MsNwNv28/view
ฉะเชิงเทรา,4,4,จ่าเอก ยศสิงห์ เหลี่ยมเลิศ,กล้าธรรม,47969,1aJDY6jDoR5-QBmd5Lcxns97DgUHXiqW2,https://drive.google.com/file/d/1aJDY6jDoR5-QBmd5Lcxns97DgUHXiqW2/view
ชลบุรี,1,1,นายสุชาติ ชมกลิ่น,ภูมิใจไทย,46253,1o4aTepSQFEnoRV4owjzj0KXLy3C1aDeE,https://drive.google.com/file/d/1o4aTepSQFEnoRV4owjzj0KXLy3C1aDeE/view
ชลบุรี,2,1,นางสาววรรณิดา นพสิทธิ์,ประชาชน,30061,1UHrjDPOpmNm04LV-p1CZqY1GdUWGkJCh,https://drive.google.com/file/d/1UHrjDPOpmNm04LV-p1CZqY1GdUWGkJCh/view
ชลบุรี,3,2,ร้อยตำรวจเอก สิทธิพัฒน์ ภาวสุทธิ์,ภูมิใจไทย,42501,1N8A5d2vxjIe02yGKOsMB0Yx76-NcJ6z5,https://drive.google.com/file/d/1N8A5d2vxjIe02yGKOsMB0Yx76-NcJ6z5/view
ชลบุรี,4,5,นายจิรวุฒิ สิงห์โตทอง,ภูมิใจไทย,45751,1G6S4w7kgU84X9ZfujGg1ws7XTgYOb0J5,https://drive.google.com/file/d/1G6S4w7kgU84X9ZfujGg1ws7XTgYOb0J5/view
ชลบุรี,5,3,นายอนันต์ ปรีดาสุทธิจิตต์,ภูมิใจไทย,52767,1vvtdVELx6Uy-UCXIy-mI9dywJR3aypgU,https://drive.google.com/file/d/1vvtdVELx6Uy-UCXIy-mI9dywJR3aypgU/view
ชลบุรี,6,7,นางนฤมาศ เปี่ยมบัณฑิต,ประชาชน,41248,1gryJUqkBd4743lo9YwyKsUY7VBGs9y7v,https://drive.google.com/file/d/1gryJUqkBd4743lo9YwyKsUY7VBGs9y7v/view
ชลบุรี,7,1,นายสหัสวัต คุมคง,ประชาชน,39986,1Qo3iFTyE9LLEH6mlIWN0TlmFnUeD9zbD,https://drive.google.com/file/d/1Qo3iFTyE9LLEH6mlIWN0TlmFnUeD9zbD/view
ชลบุรี,8,5,นายเชาวลิตร แสงอุทัย,ภูมิใจไทย,37623,1fUq3X3-b42FixRx5kn810RUVTQFuFwp0,https://drive.google.com/file/d/1fUq3X3-b42FixRx5kn810RUVTQFuFwp0/view
ชลบุรี,9,5,นายยอดชาย พึ่งพร,ประชาชน,27602,1tElS-omfn39W2UNolZqnSLIjsRMUGnZh,https://drive.google.com/file/d/1tElS-omfn39W2UNolZqnSLIjsRMUGnZh/view
ชลบุรี,10,5,นายธนาธาร ประมูลพงษ์,ประชาชน,27129,1YSZ7bExOx_gVbNQxusQZYozXqdvvRyb1,https://drive.google.com/file/d/1YSZ7bExOx_gVbNQxusQZYozXqdvvRyb1/view
ชัยนาท,1,3,นายอนุชา นาคาศัย,เพื่อไทย,36058,1oHtsiTENlPEIJmvbmOechAuSmkXxysUp,https://drive.google.com/file/d/1oHtsiTENlPEIJmvbmOechAuSmkXxysUp/view
ชัยนาท,2,1,นายมณเฑียร สงฆ์ประชา,ภูมิใจไทย,54585,108lzSD4F6xxAtJLCC2Cg0SbkHMz7737m,https://drive.google.com/file/d/108lzSD4F6xxAtJLCC2Cg0SbkHMz7737m/view
ชัยภูมิ,1,2,นายโอซิษฐ์ เกียรติก้องชูชัย,เพื่อไทย,40748,1qRbWj49s4ZgS2EUihGH08sIJIIrc0v-8,https://drive.google.com/file/d/1qRbWj49s4ZgS2EUihGH08sIJIIrc0v-8/view
ชัยภูมิ,2,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,54996,13s05tIh_IkfRhoCRoUSY4ub0_MHy3OSJ,https://drive.google.com/file/d/13s05tIh_IkfRhoCRoUSY4ub0_MHy3OSJ/view
ชัยภูมิ,3,1,นายสัมฤทธิ์ แทนทรัพย์,ภูมิใจไทย,48116,1d_WSPp34LhBOzdOFgqvBL2l8S2frHpcO,https://drive.google.com/file/d/1d_WSPp34LhBOzdOFgqvBL2l8S2frHpcO/view
ชัยภูมิ,4,5,นางสาวสุชาดา ซาง แทนทรัพย์,ภูมิใจไทย,36907,1ZLFiPya-SQa4sF4rHBg5maHyVNSl1cVb,https://drive.google.com/file/d/1ZLFiPya-SQa4sF4rHBg5maHyVNSl1cVb/view
ชัยภูมิ,5,5,นายศิวะ พงศ์ธีระดุลย์,เพื่อไทย,29851,125RIB2Ciq737IO4Ckk0nWl9b_Kp5HbTs,https://drive.google.com/file/d/125RIB2Ciq737IO4Ckk0nWl9b_Kp5HbTs/view
ชัยภูมิ,6,5,นายเชวงศักดิ์ เร่งไพบูลย์วงษ์,ภูมิใจไทย,50655,1GnOyv-oSuWPFvD6AXMw3iZwItrlh1xfV,https://drive.google.com/file/d/1GnOyv-oSuWPFvD6AXMw3iZwItrlh1xfV/view
ชัยภูมิ,7,4,นายอัครแสนคีรี โล่ห์วีระ,กล้าธรรม,40833,1zFzg9N8ch5fcFc87zpxhZJ6Bs7KbCARg,https://drive.google.com/file/d/1zFzg9N8ch5fcFc87zpxhZJ6Bs7KbCARg/view
ชุมพร,1,4,นายวิชัย สุดสวาสดิ์,ภูมิใจไทย,45966,1OYG1YT56sF81GQlbSv1QPcJt2PswSdN4,https://drive.google.com/file/d/1OYG1YT56sF81GQlbSv1QPcJt2PswSdN4/view
ชุมพร,2,4,นายกิตติศักดิ์ พรหมรัตน์,ภูมิใจไทย,35467,1XundJ9C6RsYq81yWyiZLwZzO4HRvbz2J,https://drive.google.com/file/d/1XundJ9C6RsYq81yWyiZLwZzO4HRvbz2J/view
ชุมพร,3,4,นายสุพล จุลใส,ภูมิใจไทย,42913,12GJSERpD3ou8W6Lv7du5BdT2ELPBlaX6,https://drive.google.com/file/d/12GJSERpD3ou8W6Lv7du5BdT2ELPBlaX6/view
ตรัง,1,1,นายเอกพล ณ พัทลุง,ภูมิใจไทย,35584,1Q1F0wnsM3knJdlwrj9qVfACFUyRRKU2y,https://drive.google.com/file/d/1Q1F0wnsM3knJdlwrj9qVfACFUyRRKU2y/view
ตรัง,2,4,นายทวี สุระบาล,ภูมิใจไทย,42668,1ySBEX4zLuxtOgmriabNvdt9eAppbwEfA,https://drive.google.com/file/d/1ySBEX4zLuxtOgmriabNvdt9eAppbwEfA/view
ตรัง,3,5,นายกฤตย์อิชย์ ภาคย์อิชณน์,ประชาธิปัตย์,46916,1Vhwsmt8VIVMt8TAcQyhXk6u2NLPoGpOZ,https://drive.google.com/file/d/1Vhwsmt8VIVMt8TAcQyhXk6u2NLPoGpOZ/view
ตรัง,4,2,นายกาญจน์ ตั้งปอง,ประชาธิปัตย์,50809,1av9wvnXH5jxyRGssfIAVZePZMYMbKIkF,https://drive.google.com/file/d/1av9wvnXH5jxyRGssfIAVZePZMYMbKIkF/view
ตราด,1,1,นายพิชานนท์ อิงประสาร,ภูมิใจไทย,66399,1jz-0kVy9dA3AH5EAzo4iPBP0MpfwO1Gw,https://drive.google.com/file/d/1jz-0kVy9dA3AH5EAzo4iPBP0MpfwO1Gw/view
ตาก,1,1,นายธนัสถ์ ทวีเกื้อกูลกิจ,ภูมิใจไทย,37819,1MAy5f78uCbD9OmYgEURKvMha3ql7qBKg,https://drive.google.com/file/d/1MAy5f78uCbD9OmYgEURKvMha3ql7qBKg/view
