province,district_number,candidate_no,candidate_name,party,votes,drive_id,drive_url
สระแก้ว,2,6,นางสาวตรีนุช เทียนทอง,พลังประชารัฐ,60370,1DZZkTEb26rucS_HBRHdNjq9JCbQoEEix,https://drive.google.com/file/d/1DZZkTEb26rucS_HBRHdNjq9JCbQoEEix/view
สระแก้ว,3,3,นายสุรศักดิ์ ชิงนวรรณ์,กล้าธรรม,38812,1d0dy0W34DwpoxkkaoHCxBhjNmzM5Tc7a,https://drive.google.com/file/d/1d0dy0W34DwpoxkkaoHCxBhjNmzM5Tc7a/view
สิงห์บุรี,1,5,นายโชติวุฒิ ธนาคมานุสรณ์,ภูมิใจไทย,65555,1fLgHLnOMrSOeZrmHzQUJCHqJSdt00WUD,https://drive.google.com/file/d/1fLgHLnOMrSOeZrmHzQUJCHqJSdt00WUD/view
สุพรรณบุรี,1,1,นายสรชัด สุจิตต์,ภูมิใจไทย,63205,1tf02IsGQOGqhIoRVbr-9y26ojk3_4O9o,https://drive.google.com/file/d/1tf02IsGQOGqhIoRVbr-9y26ojk3_4O9o/view
สุพรรณบุรี,2,5,นายณัฐวุฒิ ประเสริฐสุวรรณ,ภูมิใจไทย,45546,15FchFUHH67WHtDomdxYVRWA6iRYZKMma,https://drive.google.com/file/d/15FchFUHH67WHtDomdxYVRWA6iRYZKMma/view
สุพรรณบุรี,3,6,นายณัฐชาติ วงศ์ประเสริฐ,กล้าธรรม,47179,1mTEH4GKPpQmvEbEfuYu6NKMmNuTvI9ZO,https://drive.google.com/file/d/1mTEH4GKPpQmvEbEfuYu6NKMmNuTvI9ZO/view
สุพรรณบุรี,4,5,นายเสมอกัน เที่ยงธรรม,ภูมิใจไทย,58049,1ZMj0v3DuL6rhSUxbvygbgmoBpREuAdVm,https://drive.google.com/file/d/1ZMj0v3DuL6rhSUxbvygbgmoBpREuAdVm/view
สุพรรณบุรี,5,5,นายประภัตร โพธสุธน,ภูมิใจไทย,60036,16e1DEDqct9yrT0xpZXVPFa9ZiVhs8Pqj,https://drive.google.com/file/d/16e1DEDqct9yrT0xpZXVPFa9ZiVhs8Pqj/view
สุราษฎร์ธานี,1,3,นางสาวกานสินี โอภาสรังสรรค์,ภูมิใจไทย,27647,103uWXA1m4lAzundJxupH-uXN4lK4HV1w,https://drive.google.com/file/d/103uWXA1m4lAzundJxupH-uXN4lK4HV1w/view
สุราษฎร์ธานี,2,5,นายพิพิธ รัตนรักษ์,ภูมิใจไทย,27071,1HCbzoJEGZwdsch7aM-BN1kprq7Up-qVx,https://drive.google.com/file/d/1HCbzoJEGZwdsch7aM-BN1kprq7Up-qVx/view
สุราษฎร์ธานี,3,5,นางสาววชิราภรณ์ กาญจนะ,ไทรวมพลัง,39958,12eDMagJqBomfmjsfyNQW8n3jyx8sJV8e,https://drive.google.com/file/d/12eDMagJqBomfmjsfyNQW8n3jyx8sJV8e/view
สุราษฎร์ธานี,4,5,นายสมชาติ ประดิษฐพร,ประชาธิปัตย์,43384,17bYwZgtC0jEVhm0A3ZL5Qy38i4jtcM5L,https://drive.google.com/file/d/17bYwZgtC0jEVhm0A3ZL5Qy38i4jtcM5L/view
สุราษฎร์ธานี,5,5,นายปรเมษฐ์ จินา,กล้าธรรม,30967,144upzyNYghxqebgK1B6PuwOPpxtWyhMz,https://drive.google.com/file/d/144upzyNYghxqebgK1B6PuwOPpxtWyhMz/view
สุราษฎร์ธานี,6,6,นายพิชัย ชมภูพล,ภูมิใจไทย,31707,1ryeYhchULuykEsAyJa3NcRl-av2NJU_z,https://drive.google.com/file/d/1ryeYhchULuykEsAyJa3NcRl-av2NJU_z/view
สุราษฎร์ธานี,7,6,นายพงษ์ศักดิ์ จ่าแก้ว,กล้าธรรม,40358,11mNn16NhTte_VMNGRKY0XY1tWRlqhusd,https://drive.google.com/file/d/11mNn16NhTte_VMNGRKY0XY1tWRlqhusd/view
สุรินทร์,1,5,นางสาวเบญญา มุ่งเจริญพร,ภูมิใจไทย,46167,1ZmESFjKO21sDUhzT7Cmpo3Fotom3adPy,https://drive.google.com/file/d/1ZmESFjKO21sDUhzT7Cmpo3Fotom3adPy/view
สุรินทร์,2,7,นายณัฏฐพล จรัสรพีพงษ์,ภูมิใจไทย,53228,16rtG2IsqSAOKHBFWhLvUnjTrtbpRwmJF,https://drive.google.com/file/d/16rtG2IsqSAOKHBFWhLvUnjTrtbpRwmJF/view
สุรินทร์,3,4,นางสาวผกามาศ เจริญพันธ์,ภูมิใจไทย,50333,115_l6se7XcVnV_wLjRCqxWpiUV3cgRUt,https://drive.google.com/file/d/115_l6se7XcVnV_wLjRCqxWpiUV3cgRUt/view
สุรินทร์,4,7,นางสาวสุรีย์ ธัมมาตร,ภูมิใจไทย,44913,1nB73PxQ4Nceg-M-MOA3P-Rc4C0iEWGtK,https://drive.google.com/file/d/1nB73PxQ4Nceg-M-MOA3P-Rc4C0iEWGtK/view
สุรินทร์,5,4,นายภุชงค์ สุภัควรางกูร,ภูมิใจไทย,41671,1yopGSS6jBpltTXU0UzqBFQyieIwf0x6d,https://drive.google.com/file/d/1yopGSS6jBpltTXU0UzqBFQyieIwf0x6d/view
สุรินทร์,6,4,นายล้ำเลิศ พัวพัฒนโชติ,ภูมิใจไทย,52005,1MKZkJE2rm1UCwX_6rLMvx3ScQNLUZ1lo,https://drive.google.com/file/d/1MKZkJE2rm1UCwX_6rLMvx3ScQNLUZ1lo/view
สุรินทร์,7,4,นายเรืองวิทย์ คูณวัฒนาพงษ์,ภูมิใจไทย,43239,10OBkJjf9pihmZfUFV5is0roGcscblfdC,https://drive.google.com/file/d/10OBkJjf9pihmZfUFV5is0roGcscblfdC/view
สุรินทร์,8,2,นางปทิดา ตันติรัตนานนท์,ภูมิใจไทย,52673,1-L64b43MsUtP0s0wQTwrbg7b5zCHHe2e,https://drive.google.com/file/d/1-L64b43MsUtP0s0wQTwrbg7b5zCHHe2e/view
สุโขทัย,1,5,นางสาวณัคนางค์ กุลนาถศิริ,เพื่อไทย,30925,1226UdRGDFKOmpRf7uzDEKR5ecUb9ssGL,https://drive.google.com/file/d/1226UdRGDFKOmpRf7uzDEKR5ecUb9ssGL/view
สุโขทัย,2,2,นายชูศักดิ์ คีรีมาศทอง,เพื่อไทย,32650,1Ixhj1lsXlNi7jIb7jHsDbRy7ckjiQ0p-,https://drive.google.com/file/d/1Ixhj1lsXlNi7jIb7jHsDbRy7ckjiQ0p-/view
สุโขทัย,3,1,นางสาวประภาพร ทองปากน้ำ,เพื่อไทย,47416,1Fj2mnEa5kJASO5porZgBzbMnK_M5Wp-y,https://drive.google.com/file/d/1Fj2mnEa5kJASO5porZgBzbMnK_M5Wp-y/view
สุโขทัย,4,5,นายสมเจตน์ ลิมปะพันธุ์,ภูมิใจไทย,48293,1xGubpRvmNq6TroMYuuWSvLbR7j_eSPNB,https://drive.google.com/file/d/1xGubpRvmNq6TroMYuuWSvLbR7j_eSPNB/view
หนองคาย,1,4,นายกระแสร์ ตระกูลพรพงศ์,พลังประชารัฐ,30866,1wHWZJl0oCsp8mAR2oF_O1xDYY--m8WAt,https://drive.google.com/file/d/1wHWZJl0oCsp8mAR2oF_O1xDYY--m8WAt/view
หนองคาย,2,3,นายยุทธนา ศรีตะบุตร,พลังประชารัฐ,30322,1bKuaF46ErxZZrQsbrFl-ri35t3SI47Do,https://drive.google.com/file/d/1bKuaF46ErxZZrQsbrFl-ri35t3SI47Do/view
หนองคาย,3,2,นายศักดิ์ดา จันทรสุวรรณ,ภูมิใจไทย,36917,1JDOkP6nW0qNfSg27DBX_7ZzZ4epF6u32,https://drive.google.com/file/d/1JDOkP6nW0qNfSg27DBX_7ZzZ4epF6u32/view
หนองบัวลำภู,1,9,นายชยานันท์ เกตุเมฆ,กล้าธรรม,31594,1q5gsnf_vzJJljLPV_DdE7mKd0SUo1PNM,https://drive.google.com/file/d/1q5gsnf_vzJJljLPV_DdE7mKd0SUo1PNM/view
หนองบัวลำภู,2,3,นายรุ่งเพชร ศรีกาญจนา,เพื่อไทย,36663,1VcPefjA7n3vM81HLF5MeYye_O72OI0MC,https://drive.google.com/file/d/1VcPefjA7n3vM81HLF5MeYye_O72OI0MC/view
หนองบัวลำภู,3,2,นายพรณรงค์ นิลนะมะ,กล้าธรรม,26322,1oZuOEiibgaBlqkPiAqY0S1QUt92adlp1,https://drive.google.com/file/d/1oZuOEiibgaBlqkPiAqY0S1QUt92adlp1/view
อำนาจเจริญ,1,5,นางสุขสมรวย วันทนียกุล,ภูมิใจไทย,44199,1NnhGbJYoLzQArnPxF3PuqTgIgsMnPNAo,https://drive.google.com/file/d/1NnhGbJYoLzQArnPxF3PuqTgIgsMnPNAo/view
อำนาจเจริญ,2,5,นางญาญีนาถ เข็มนาค,ภูมิใจไทย,43016,197MXgI02ZMVRt2hFvLq38jENqHSEcGjO,https://drive.google.com/file/d/197MXgI02ZMVRt2hFvLq38jENqHSEcGjO/view
อุดรธานี,1,5,นายอานันท์ อมรินทร์,ประชาชน,30558,1p3E2sb1lKmg-YI-pUNsb7fZcpoPVu327,https://drive.google.com/file/d/1p3E2sb1lKmg-YI-pUNsb7fZcpoPVu327/view
อุดรธานี,2,1,นางหทัยรัตน์ เพชรพนมพร,เพื่อไทย,29377,1cGikVMKai3Z2GKauU7POitvPJJv7WAbO,https://drive.google.com/file/d/1cGikVMKai3Z2GKauU7POitvPJJv7WAbO/view
อุดรธานี,3,1,นายหรั่ง ธุระพล,ภูมิใจไทย,33013,1ZWF0Dwxt3pkyjSF-lVZulTwVDn_neaqe,https://drive.google.com/file/d/1ZWF0Dwxt3pkyjSF-lVZulTwVDn_neaqe/view
อุดรธานี,4,3,นายไตรภพ คำเพชร,เพื่อไทย,29757,1bIQKMCcqATd6_DTtsNTjL7m-O4zgkTLq,https://drive.google.com/file/d/1bIQKMCcqATd6_DTtsNTjL7m-O4zgkTLq/view
อุดรธานี,5,3,นางบัวเงิน รอดขันเมือง,ภูมิใจไทย,28475,1n4nSf2EOPkS5kv3t5d4sqEQpLBB6j4LH,https://drive.google.com/file/d/1n4nSf2EOPkS5kv3t5d4sqEQpLBB6j4LH/view
อุดรธานี,6,5,นายอดิศักดิ์ แก้วมุงคุณทรัพย์,ภูมิใจไทย,36722,1Sh5Br6y0CQqPk2qn3JTqzCC2PivTtwZR,https://drive.google.com/file/d/1Sh5Br6y0CQqPk2qn3JTqzCC2PivTtwZR/view
อุดรธานี,7,7,นายสุริยา วงศ์อารีย์,ประชาชน,28786,1plokL-FbpOUb8G7367SjzOcJ9Amf2lqL,https://drive.google.com/file/d/1plokL-FbpOUb8G7367SjzOcJ9Amf2lqL/view
อุดรธานี,8,6,นายสุภีรภัทร ภูมิภักดิ์,ภูมิใจไทย,38137,1Tc82r5UT_JNiO0g35d2W1eBFJ8Z2SZQZ,https://drive.google.com/file/d/1Tc82r5UT_JNiO0g35d2W1eBFJ8Z2SZQZ/view
อุดรธานี,9,6,นายวัชระพล ขาวขำ,เพื่อไทย,29522,1oxX6StGYxWsS-l2hUn1RDPuRVJ72hzRz,https://drive.google.com/file/d/1oxX6StGYxWsS-l2hUn1RDPuRVJ72hzRz/view
อุดรธานี,10,5,นางเทียบจุฑา ขาวขำ,เพื่อไทย,31589,1W_sWu5L9XtfgoxH_SLkiWCUiX6u9xGA6,https://drive.google.com/file/d/1W_sWu5L9XtfgoxH_SLkiWCUiX6u9xGA6/view
อุตรดิตถ์,1,2,นายพิชญุตม์ พอจิต,ภูมิใจไทย,37418,1eoZpc_9e7U0bLg1jGo314rzkZuD8WaKT,https://drive.google.com/file/d/1eoZpc_9e7U0bLg1jGo314rzkZuD8WaKT/view
อุตรดิตถ์,2,4,นางสาวรสรินทร์ ศรัณย์เกตุ,โอกาสใหม่,31560,1C7X-Mz5lTfrrSMmgrA95MDVFTbyYrh_-,https://drive.google.com/file/d/1C7X-Mz5lTfrrSMmgrA95MDVFTbyYrh_-/view
อุตรดิตถ์,3,1,นายรวี เล็กอุทัย,เพื่อไทย,40926,17fxNWUXlFexgUa6uHLjXni14-P5CwA-o,https://drive.google.com/file/d/17fxNWUXlFexgUa6uHLjXni14-P5CwA-o/view
อุทัยธานี,1,2,นายเจเศรษฐ์ ไทยเศรษฐ์,ภูมิใจไทย,56483,1yt7uv22Wmn9YXeQoH-dtv_y05tX_lVl7,https://drive.google.com/file/d/1yt7uv22Wmn9YXeQoH-dtv_y05tX_lVl7/view
อุทัยธานี,2,2,นายชาดา ไทยเศรษฐ์,ภูมิใจไทย,54284,1loTk_MIZRBB7Swmks-8gycWg9wFJE7jh,https://drive.google.com/file/d/1loTk_MIZRBB7Swmks-8gycWg9wFJE7jh/view
อุบลราชธานี,1,2,นายวรสิทธิ์ กัลป์ตินันท์,เพื่อไทย,32328,1dSPVtLDJgCtYucK2orDqxQnJITODrR7C,https://drive.google.com/file/d/1dSPVtLDJgCtYucK2orDqxQnJITODrR7C/view
อุบลราชธานี,2,5,นายณรงค์ชัย วีระกุล,ไทรวมพลัง,36198,1QSSxGpOHtr6a5HZEL6rrZsYAhMww3-1q,https://drive.google.com/file/d/1QSSxGpOHtr6a5HZEL6rrZsYAhMww3-1q/view
อุบลราชธานี,3,1,นางพิมพกาญจน์ พลสมัคร,ไทรวมพลัง,43632,1mpFKiJHanR1Ki9XuN4iEll7Yvd-dZDOA,https://drive.google.com/file/d/1mpFKiJHanR1Ki9XuN4iEll7Yvd-dZDOA/view
อุบลราชธานี,4,1,นางสาวกิตติ์ธัญญา วาจาดี,เพื่อไทย,37794,1jKNutjc5H2QjZZ6hUcVobzxzyMhu5YBr,https://drive.google.com/file/d/1jKNutjc5H2QjZZ6hUcVobzxzyMhu5YBr/view
อุบลราชธานี,5,2,นายสุทธิชัย จรูญเนตร,ภูมิใจไทย,52151,1IKvagw5tvQeIvaX9ASyRHxiTuxeOLkHs,https://drive.google.com/file/d/1IKvagw5tvQeIvaX9ASyRHxiTuxeOLkHs/view
อุบลราชธานี,6,3,นางสาวธัญธารีย์ สันตพันธุ์,เพื่อไทย,33345,1Z_QOQH32AmWyD0y8Ez8ite_RVwTbbDIH,https://drive.google.com/file/d/1Z_QOQH32AmWyD0y8Ez8ite_RVwTbbDIH/view
อุบลราชธานี,7,1,นางสาวสุดารัตน์ พิทักษ์พรพัลลภ,ภูมิใจไทย,45003,1mGwCYpBxpM13Oe_muoULjILqi1-vcGAi,https://drive.google.com/file/d/1mGwCYpBxpM13Oe_muoULjILqi1-vcGAi/view
อุบลราชธานี,8,3,นางสาวแนน บุณย์ธิดา สมชัย,ภูมิใจไทย,36651,119OJB8Q4oIy7IpXeWXiPhqXTHHMJ2oNZ,https://drive.google.com/file/d/119OJB8Q4oIy7IpXeWXiPhqXTHHMJ2oNZ/view
อุบลราชธานี,9,3,นางจิตรวรรณ หวังศุภกิจโกศล,ไทรวมพลัง,42832,1CWKYI3KRsdsbbXfnr02JBIUenZy3AbGx,https://drive.google.com/file/d/1CWKYI3KRsdsbbXfnr02JBIUenZy3AbGx/view
อุบลราชธานี,10,2,นายสมศักดิ์ บุญประชม,ไทรวมพลัง,66909,1HwowBa3IdLVeYLtiujW3VYRMUISzkzRa,https://drive.google.com/file/d/1HwowBa3IdLVeYLtiujW3VYRMUISzkzRa/view
อุบลราชธานี,11,3,นางสาวตวงทิพย์ จินตะเวช,ภูมิใจไทย,58379,1fQDJE4c36YceNACPw0aaswUgSdv3X4zc,https://drive.google.com/file/d/1fQDJE4c36YceNACPw0aaswUgSdv3X4zc/view
อ่างทอง,1,4,นายภราดร ปริศนานันทกุล,ภูมิใจไทย,56130,1Txf4uKZX7T9FNgkVhp_UN5UAwZ-fCf3N,https://drive.google.com/file/d/1Txf4uKZX7T9FNgkVhp_UN5UAwZ-fCf3N/view
อ่างทอง,2,2,นายกรวีร์ ปริศนานันทกุล,ภูมิใจไทย,60611,1ji_kd6b3ETWy-Q-7UgbEMiDRMaYml3AA,https://drive.google.com/file/d/1ji_kd6b3ETWy-Q-7UgbEMiDRMaYml3AA/view
เชียงราย,1,7,นายธนรัช จงสุทธานามณี,เพื่อไทย,44084,1jQKVr5f340tAWgOlMCH_NRDeAfi0X2Oz,https://drive.google.com/file/d/1jQKVr5f340tAWgOlMCH_NRDeAfi0X2Oz/view
เชียงราย,2,2,นางสาวปิยะรัฐชย์ ติยะไพรัช,เพื่อไทย,34901,1b9HrzIznfnXfCITbgKJxhr28nfc8Z5SV,https://drive.google.com/file/d/1b9HrzIznfnXfCITbgKJxhr28nfc8Z5SV/view
เชียงราย,3,3,นายพิทักษ์ แสงคำ,กล้าธรรม,34046,1q5PAvVu5uBRuxlO7IrYT7eKuaXfHxr2A,https://drive.google.com/file/d/1q5PAvVu5uBRuxlO7IrYT7eKuaXfHxr2A/view
เชียงราย,4,1,นายสุรสิทธิ์ เจียมวิจักษณ์,กล้าธรรม,34210,1tcGbhJ1X-M6iup6N8HVFouk9UlFM8ofD,https://drive.google.com/file/d/1tcGbhJ1X-M6iup6N8HVFouk9UlFM8ofD/view
เชียงราย,5,2,นายรังสรรค์ วันไชยธนวงศ์,ภูมิใจไทย,53198,1Kb8ql_MqEHAS9VJevXvBIWg4hz-1gTA6,https://drive.google.com/file/d/1Kb8ql_MqEHAS9VJevXvBIWg4hz-1gTA6/view
เชียงราย,6,7,นางมลธิชา ไชยบาล,กล้าธรรม,28526,1eYovEvqkmUziQeMYO3Ce370rkRbnK1ck,https://drive.google.com/file/d/1eYovEvqkmUziQeMYO3Ce370rkRbnK1ck/view
เชียงราย,7,6,นายสุธีระพงษ์ วันไชยธนวงศ์,กล้าธรรม,33398,1sk0nGrprl5Fy6Kyz5o_R6NlE24eZyMYr,https://drive.google.com/file/d/1sk0nGrprl5Fy6Kyz5o_R6NlE24eZyMYr/view
เชียงใหม่,1,2,นางสาวเพชรรัตน์ ใหม่ชมภู,ประชาชน,47840,1NfltwwsfkpUzTIus-V2VMhCpOtuNiCQg,https://drive.google.com/file/d/1NfltwwsfkpUzTIus-V2VMhCpOtuNiCQg/view
เชียงใหม่,2,8,นางสาวการณิก จันทดา,ประชาชน,51532,1vigT9_1NkWdalV0B_sIM-8mGvQuwYJeE,https://drive.google.com/file/d/1vigT9_1NkWdalV0B_sIM-8mGvQuwYJeE/view
เชียงใหม่,3,5,นายณัฐพล โตวิจักษณ์ชัยกุล,ประชาชน,49235,1cesVQQS5tzwyRw67_TOchEINSZc-XDmU,https://drive.google.com/file/d/1cesVQQS5tzwyRw67_TOchEINSZc-XDmU/view
เชียงใหม่,4,6,นางสาวพุธิตา ชัยอนันต์,ประชาชน,49641,1zDtsVfHjSf0YNFOSme4nbwrtsWIEXh8T,https://drive.google.com/file/d/1zDtsVfHjSf0YNFOSme4nbwrtsWIEXh8T/view
เชียงใหม่,5,9,นายสมชิด กันธะยา,ประชาชน,39120,1t8yXQusEHiZsjKMuXCO57inx6QIL6_at,https://drive.google.com/file/d/1t8yXQusEHiZsjKMuXCO57inx6QIL6_at/view
เชียงใหม่,6,1,นางสาวสุภานันท์ ปัญญาทิพย์,กล้าธรรม,33043,1JvmnPF8_XFcEB6f3_LxbwJCpH6tSp3NH,https://drive.google.com/file/d/1JvmnPF8_XFcEB6f3_LxbwJCpH6tSp3NH/view
เชียงใหม่,7,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,33492,1uLxueBYkqgDSlk5yHQtZZHl_aT6y7DYP,https://drive.google.com/file/d/1uLxueBYkqgDSlk5yHQtZZHl_aT6y7DYP/view
เชียงใหม่,8,4,นายภัทรพงษ์ ลีลาภัทร์,ประชาชน,57851,16d1IgdQOblkVnN4_SN-lhbINOvEpVRrG,https://drive.google.com/file/d/16d1IgdQOblkVnN4_SN-lhbINOvEpVRrG/view
เชียงใหม่,9,5,นายนเรศ ธำรงค์ทิพยคุณ,กล้าธรรม,43388,1hYu4oeY9gLJTuFOBSezt3kNN3icbN4-s,https://drive.google.com/file/d/1hYu4oeY9gLJTuFOBSezt3kNN3icbN4-s/view
เชียงใหม่,10,4,นายนรพล ตันติมนตรี,กล้าธรรม,34102,1RTbS10G-mtAKMiHpBZSAE1LoQm0YynCM,https://drive.google.com/file/d/1RTbS10G-mtAKMiHpBZSAE1LoQm0YynCM/view
เพชรบุรี,1,3,นางธิวัลรัตน์ อังกินันทน์,ภูมิใจไทย,61734,1EI9887TGZoFqr50n4u3HmuqAF7WaAu0D,https://drive.google.com/file/d/1EI9887TGZoFqr50n4u3HmuqAF7WaAu0D/view
เพชรบุรี,2,5,นายฤกษ์ อยู่ดี,ภูมิใจไทย,67251,1NGaEBjRJv8lvYeZKoknxbD6-rYvknfxe,https://drive.google.com/file/d/1NGaEBjRJv8lvYeZKoknxbD6-rYvknfxe/view
เพชรบุรี,3,5,จ่าอากาศเอก อภิชาติ แก้วโกศล,ภูมิใจไทย,71153,1M04XZTLYM6ULWFw9MbjVxMXdsoMnHV8M,https://drive.google.com/file/d/1M04XZTLYM6ULWFw9MbjVxMXdsoMnHV8M/view
เพชรบูรณ์,1,1,นางสาวพิมพ์พร พรพฤฒิพันธุ์,ภูมิใจไทย,50631,1LGCrDyvdfyBDnWMYL-oTCzcOReHdZFmC,https://drive.google.com/file/d/1LGCrDyvdfyBDnWMYL-oTCzcOReHdZFmC/view
เพชรบูรณ์,2,4,นายยุพราช บัวอินทร์,ภูมิใจไทย,41515,1dWgmLq-ia5JUDaAXg5hIdzIeiePab88u,https://drive.google.com/file/d/1dWgmLq-ia5JUDaAXg5hIdzIeiePab88u/view
เพชรบูรณ์,3,2,นายบุญชัย กิตติธราทรัพย์,ภูมิใจไทย,39652,11HWjt6pjtq4P-jAaFpTtNs8I7HJafpww,https://drive.google.com/file/d/11HWjt6pjtq4P-jAaFpTtNs8I7HJafpww/view
เพชรบูรณ์,4,7,นายวรโชติ สุคนธ์ขจร,ภูมิใจไทย,48590,1gF0ROpGLDxaZDHRLxNbDEruFusxou2Ds,https://drive.google.com/file/d/1gF0ROpGLDxaZDHRLxNbDEruFusxou2Ds/view
เพชรบูรณ์,5,2,นางวันเพ็ญ พร้อมพัฒน์,ภูมิใจไทย,45747,1z7kTV5-MThELHJ5xTQAjoYNhX33mYdvZ,https://drive.google.com/file/d/1z7kTV5-MThELHJ5xTQAjoYNhX33mYdvZ/view
เพชรบูรณ์,6,3,นายอัคร ทองใจสด,ภูมิใจไทย,59008,1aTEh5aWbXdG71qMiI3vPbUkFmUuY5Hyc,https://drive.google.com/file/d/1aTEh5aWbXdG71qMiI3vPbUkFmUuY5Hyc/view
เลย,1,7,นายเลิศศักดิ์ พัฒนชัยกุล,เพื่อไทย,42730,1x2AwATGArlDIOrC37HowKeS18mxQmc72,https://drive.google.com/file/d/1x2AwATGArlDIOrC37HowKeS18mxQmc72/view
เลย,2,2,นายศรัณย์ ทิมสุวรรณ,เพื่อไทย,27956,1ldab7T4v1h_usKrIevE3KijPEyKOGfhZ,https://drive.google.com/file/d/1ldab7T4v1h_usKrIevE3KijPEyKOGfhZ/view
เลย,3,3,นายธนยศ ทิมสุวรรณ,ภูมิใจไทย,51525,1UxFG7DxJie41YkoowFYFMsMIXMZmexMV,https://drive.google.com/file/d/1UxFG7DxJie41YkoowFYFMsMIXMZmexMV/view
เลย,4,4,นายสมเจตน์ แสงเจริญรัตน์,เพื่อไทย,30145,1v6jcjqV3hDXHRPF7a1R69TR-dfqWlhXv,https://drive.google.com/file/d/1v6jcjqV3hDXHRPF7a1R69TR-dfqWlhXv/view
แพร่,1,1,นางสาวชนกนันท์ ศุภศิริ,ภูมิใจไทย,40738,1qVlGJ7z6NPpnhENmbbX1P35ONMmAND9J,https://drive.google.com/file/d/1qVlGJ7z6NPpnhENmbbX1P35ONMmAND9J/view
แพร่,2,1,นายชนาธิป ศุภศิริ,ภูมิใจไทย,54734,1reA32jkBZhUffsyGWV5vtxdWv3MnFyuR,https://drive.google.com/file/d/1reA32jkBZhUffsyGWV5vtxdWv3MnFyuR/view
แพร่,3,4,นางสาวลักษณารีย์ ดวงตาดำ,ประชาชน,23987,1KZRcozKLgetyfmsH6eEr-rjTudQf25Se,https://drive.google.com/file/d/1KZRcozKLgetyfmsH6eEr-rjTudQf25Se/view
แม่ฮ่องสอน,1,2,นายปกรณ์ จีนาคำ,กล้าธรรม,35870,1W_Uykn4Fz6rlkT4dHRtfKwv_7MSyW1sk,https://drive.google.com/file/d/1W_Uykn4Fz6rlkT4dHRtfKwv_7MSyW1sk/view
แม่ฮ่องสอน,2,5,นายสมบัติ ยะสินธุ์,ภูมิใจไทย,24897,1M8gDiChYCLY4LrBR_14GMaI5zHY25Q8o,https://drive.google.com/file/d/1M8gDiChYCLY4LrBR_14GMaI5zHY25Q8o/view
